season,home,away,week,score_home,score_away,winner,loser,team_possesion,field_position,field_team,field_yards,yards_to_td,quarter,to_go,time_left_qtr,penalty_on,penalty,penalty_yards,full_description,game_type,team_possesion_cat,team_penalty_cat,penalty_side,opportunity,yards_to_go
2016,BUF,NE,8,25,41,NE,BUF,NE,NE 45,NE,45,55,Q1,1 and 20,3:05,BUF,Defensive Holding,5,"(NE, NE 45, Q1, 1 and 20) (3:05) (Shotgun) T.Brady pass incomplete short middle [M.Dareus]. Thrown away under pressure. PENALTY on BUF-R.Blanton, Defensive Holding, 5 yards, enforced at NE 45 - No Play.",REG,NE,Opponent,Defensive Penalty,1,20
2016,BUF,NE,8,25,41,NE,BUF,NE,BUF 48,BUF,48,48,Q1,3 and 8,2:18,NE,Ineligible Downfield Pass,5,"(NE, BUF 48, Q1, 3 and 8) (2:18) (Shotgun) T.Brady pass deep right to J.Edelman to BUF 1 for 47 yards (R.Darby) [Z.Brown]. Caught at BUF 15. PENALTY on NE-M.Cannon, Ineligible Downfield Pass, 5 yards, enforced at BUF 48 - No Play.",REG,NE,NE,Offensive Penalty,3,8
2016,BUF,NE,8,25,41,NE,BUF,BUF,BUF 45,BUF,45,55,Q2,2 and 9,12:01,BUF,Illegal Formation,5,"(BUF, BUF 45, Q2, 2 and 9) (12:01) (Shotgun) T.Taylor pass short left to R.Bush pushed ob at NE 37 for 18 yards (D.McCourty). Swing pass, caught at BUF 45. PENALTY on BUF, Illegal Formation, 5 yards, enforced at BUF 45 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,9
2016,BUF,NE,8,25,41,NE,BUF,BUF,BUF 40,BUF,40,60,Q2,2 and 14,11:34,BUF,Offensive Pass Interference,10,"(BUF, BUF 40, Q2, 2 and 14) (11:34) (Shotgun) T.Taylor pass short left to R.Bush to BUF 40 for no gain (D.McCourty). Swing pass, caught at BUF 35. PENALTY on BUF-W.Powell, Offensive Pass Interference, 10 yards, enforced at BUF 40 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,14
2016,BUF,NE,8,25,41,NE,BUF,BUF,BUF 41,BUF,41,59,Q2,1 and 10,8:40,BUF,Offensive Holding,10,"(BUF, BUF 41, Q2, 1 and 10) (8:40) (Shotgun) M.Gillislee left guard to NE 49 for 10 yards (D.McCourty). Rush credited to BUF 45 (spot of foul). PENALTY on BUF-E.Wood, Offensive Holding, 10 yards, enforced at BUF 45.",REG,Opponent,Opponent,Offensive Penalty,1,10
2016,BUF,NE,8,25,41,NE,BUF,BUF,BUF 39,BUF,39,61,Q2,3 and 12,7:33,NE,Defensive Pass Interference,29,"(BUF, BUF 39, Q2, 3 and 12) (7:33) (Shotgun) T.Taylor pass incomplete deep right to J.Hunter (E.Rowe). Receiver and coverage near sideline at NE 32. PENALTY on NE-E.Rowe, Defensive Pass Interference, 29 yards, enforced at BUF 39 - No Play.",REG,Opponent,NE,Defensive Penalty,3,12
2016,BUF,NE,8,25,41,NE,BUF,BUF,NE 7,NE,7,7,Q2,1 and 7,6:51,NE,Defensive 12 On-field,4,"(BUF, NE 7, Q2, 1 and 7) (6:51) (Shotgun) PENALTY on NE, Defensive 12 On-field, 4 yards, enforced at NE 7 - No Play.",REG,Opponent,NE,Defensive Penalty,1,7
2016,BUF,NE,8,25,41,NE,BUF,BUF,BUF 41,BUF,41,59,Q2,1 and 10,3:34,BUF,Offensive Holding,10,"(BUF, BUF 41, Q2, 1 and 10) (3:34) (Shotgun) M.Gillislee left tackle to BUF 42 for 1 yard (M.Brown; D.Hightower). PENALTY on BUF-E.Wood, Offensive Holding, 10 yards, enforced at BUF 41 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2016,BUF,NE,8,25,41,NE,BUF,BUF,NE 36,NE,36,36,Q2,1 and 10,00:55,NE,Illegal Contact,5,"(BUF, NE 36, Q2, 1 and 10) (:55) (No Huddle, Shotgun) T.Taylor pass deep right intended for J.Hunter INTERCEPTED by D.McCourty at NE 8. D.McCourty ran ob at NE 8 for no gain. Penalty on NE-P.Chung, Defensive Holding, declined. PENALTY on NE-E.Rowe, Illegal Contact, 5 yards, enforced at NE 36 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2016,BUF,NE,8,25,41,NE,BUF,NE,BUF 29,BUF,29,29,Q3,3 and 5,4:43,BUF,Defensive 12 On-field,5,"(NE, BUF 29, Q3, 3 and 5) (4:43) (No Huddle) L.Blount up the middle to BUF 28 for 1 yard (L.McCray). PENALTY on BUF, Defensive 12 On-field, 5 yards, enforced at BUF 29 - No Play.",REG,NE,Opponent,Defensive Penalty,3,5
2016,BUF,NE,8,25,41,NE,BUF,NE,BUF 17,BUF,17,17,Q3,3 and 3,3:57,BUF,Unnecessary Roughness,6,"(NE, BUF 17, Q3, 3 and 3) (3:57) (No Huddle, Shotgun) T.Brady pass short left to D.Amendola pushed ob at BUF 12 for 5 yards (N.Robey-Coleman). Flare pass, caught at BUF 21. PENALTY on BUF-N.Robey-Coleman, Unnecessary Roughness, 6 yards, enforced at BUF 12.",REG,NE,Opponent,Defensive Penalty,3,3
2016,BUF,NE,8,25,41,NE,BUF,NE,BUF 3,BUF,3,3,Q3,2 and 3,3:14,BUF,Defensive Holding,2,"(NE, BUF 3, Q3, 2 and 3) (3:14) T.Brady pass incomplete short left to C.Hogan (S.Gilmore). Receiver and coverage 6 yds. into end zone. PENALTY on BUF-S.Gilmore, Defensive Holding, 2 yards, enforced at BUF 3 - No Play.",REG,NE,Opponent,Defensive Penalty,2,3
2016,BUF,NE,8,25,41,NE,BUF,BUF,NE 25,NE,25,25,Q3,1 and 10,1:39,NE,Defensive Pass Interference,19,"(BUF, NE 25, Q3, 1 and 10) (1:39) (No Huddle, Shotgun) T.Taylor pass incomplete deep right to W.Powell. Receiver and coverage 2 yds. into end zone. PENALTY on NE-J.Coleman, Defensive Pass Interference, 19 yards, enforced at NE 25 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2016,BUF,NE,8,25,41,NE,BUF,NE,NE 29,NE,29,71,Q4,3 and 7,12:47,BUF,Roughing the Passer,15,"(NE, NE 29, Q4, 3 and 7) (12:47) (Shotgun) T.Brady pass incomplete deep right to C.Hogan (R.Darby) [S.Lawson]. Receiver and coverage at BUF 26. PENALTY on BUF-S.Lawson, Roughing the Passer, 15 yards, enforced at NE 29 - No Play.",REG,NE,Opponent,Defensive Penalty,3,7
2016,BUF,NE,8,25,41,NE,BUF,NE,BUF 20,BUF,20,20,Q4,3 and 12,9:34,BUF,Defensive Holding,5,"(NE, BUF 20, Q4, 3 and 12) (9:34) (Shotgun) T.Brady pass incomplete short left to J.White. Dropped, receiver in flat at BUF 8. PENALTY on BUF-S.Gilmore, Defensive Holding, 5 yards, enforced at BUF 20 - No Play.",REG,NE,Opponent,Defensive Penalty,3,12
2016,BUF,NE,8,25,41,NE,BUF,NE,BUF 11,BUF,11,11,Q4,2 and 6,8:56,NE,False Start,5,"(NE, BUF 11, Q4, 2 and 6) (8:56) (No Huddle) PENALTY on NE-R.Gronkowski, False Start, 5 yards, enforced at BUF 11 - No Play.",REG,NE,NE,Offensive Penalty,2,6
2016,BUF,NE,8,25,41,NE,BUF,BUF,BUF 35,BUF,35,65,Q4,1 and 10,6:37,NE,Illegal Contact,5,"(BUF, BUF 35, Q4, 1 and 10) (6:37) (Shotgun) T.Taylor sacked at BUF 35 for 0 yards (R.Ninkovich). PENALTY on NE-E.Roberts, Illegal Contact, 5 yards, enforced at BUF 35 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2016,BUF,NE,8,25,41,NE,BUF,BUF,NE 37,NE,37,37,Q4,2 and 4,5:29,NE,Illegal Use of Hands,5,"(BUF, NE 37, Q4, 2 and 4) (5:29) (Shotgun) T.Taylor pass incomplete short middle to R.Woods (M.Butler). Receiver and coverage at NE 30. PENALTY on NE-M.Butler, Illegal Use of Hands, 5 yards, enforced at NE 37 - No Play.",REG,Opponent,NE,Defensive Penalty,2,4
2016,BUF,NE,8,25,41,NE,BUF,BUF,NE 30,NE,30,30,Q4,3 and 12,1:08,NE,Defensive Pass Interference,29,"(BUF, NE 30, Q4, 3 and 12) (1:08) (Shotgun) E.Manuel pass incomplete deep right to R.Woods (E.Rowe). Receiver and coverage along sideline, 3 yds. into end zone PENALTY on NE-E.Rowe, Defensive Pass Interference, 29 yards, enforced at NE 30 - No Play.",REG,Opponent,NE,Defensive Penalty,3,12
2016,NE,SEA,10,24,31,SEA,NE,NE,SEA 10,SEA,10,10,Q1,2 and 8,10:35,SEA,Defensive Pass Interference,9,"(NE, SEA 10, Q1, 2 and 8) (10:35) (Shotgun) T.Brady pass incomplete short right to R.Gronkowski. PENALTY on SEA-K.Chancellor, Defensive Pass Interference, 9 yards, enforced at SEA 10 - No Play.",REG,NE,Opponent,Defensive Penalty,2,8
2016,NE,SEA,10,24,31,SEA,NE,SEA,SEA 27,SEA,27,73,Q1,3 and 4,4:38,NE,Defensive Pass Interference,20,"(SEA, SEA 27, Q1, 3 and 4) (4:38) (Shotgun) R.Wilson pass incomplete deep right to T.Lockett. PENALTY on NE-J.Coleman, Defensive Pass Interference, 20 yards, enforced at SEA 27 - No Play.",REG,Opponent,NE,Defensive Penalty,3,4
2016,NE,SEA,10,24,31,SEA,NE,SEA,NE 31,NE,31,31,Q2,1 and 10,13:37,SEA,False Start,5,"(SEA, NE 31, Q2, 1 and 10) (13:37) PENALTY on SEA-J.Kearse, False Start, 5 yards, enforced at NE 31 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2016,NE,SEA,10,24,31,SEA,NE,SEA,SEA 38,SEA,38,62,Q2,3 and 8,7:00,NE,Defensive Offside,5,"(SEA, SEA 38, Q2, 3 and 8) (7:00) (Shotgun) R.Wilson pass incomplete short middle to D.Baldwin. PENALTY on NE-C.Long, Defensive Offside, 5 yards, enforced at SEA 38 - No Play.",REG,Opponent,NE,Defensive Penalty,3,8
2016,NE,SEA,10,24,31,SEA,NE,NE,NE 34,NE,34,66,Q2,2 and 7,4:32,SEA,Face Mask (15 Yards),15,"(NE, NE 34, Q2, 2 and 7) (4:32) (Shotgun) T.Brady pass short left to J.Edelman to NE 40 for 6 yards (R.Sherman). PENALTY on SEA-R.Sherman, Face Mask (15 Yards), 15 yards, enforced at NE 40.",REG,NE,Opponent,Defensive Penalty,2,7
2016,NE,SEA,10,24,31,SEA,NE,NE,SEA 2,SEA,2,2,Q2,2 and 2,1:22,SEA,Defensive Holding,1,"(NE, SEA 2, Q2, 2 and 2) (1:22) C.Fleming reported in as eligible.  T.Brady pass incomplete short left to R.Gronkowski. PENALTY on SEA-C.Avril, Defensive Holding, 1 yard, enforced at SEA 2 - No Play.",REG,NE,Opponent,Defensive Penalty,2,2
2016,NE,SEA,10,24,31,SEA,NE,SEA,SEA 32,SEA,32,68,Q3,4 and 3,13:39,NE,Clipping,9,"(SEA, SEA 32, Q3, 4 and 3) (13:39) J.Ryan punts 54 yards to NE 14, Center-N.Frese. Cy.Jones to NE 35 for 21 yards (W.Tukuafu; N.Frese). PENALTY on NE-J.Coleman, Clipping, 9 yards, enforced at NE 18.",REG,Opponent,NE,Defensive Penalty,4,3
2016,NE,SEA,10,24,31,SEA,NE,NE,NE 17,NE,17,83,Q3,3 and 2,12:25,SEA,Roughing the Passer,15,"(NE, NE 17, Q3, 3 and 2) (12:25) (Shotgun) T.Brady pass incomplete short right to R.Gronkowski [K.Chancellor]. PENALTY on SEA-K.Chancellor, Roughing the Passer, 15 yards, enforced at NE 17 - No Play.",REG,NE,Opponent,Defensive Penalty,3,2
2016,NE,SEA,10,24,31,SEA,NE,SEA,NE 27,NE,27,27,Q3,2 and 7,5:49,NE,Defensive Pass Interference,7,"(SEA, NE 27, Q3, 2 and 7) (5:49) (Shotgun) R.Wilson pass incomplete deep middle to J.Graham. PENALTY on NE-D.Hightower, Defensive Pass Interference, 7 yards, enforced at NE 27 - No Play.",REG,Opponent,NE,Defensive Penalty,2,7
2016,NE,SEA,10,24,31,SEA,NE,SEA,NE 13,NE,13,13,Q3,3 and 13,3:09,SEA,Intentional Grounding,10,"(SEA, NE 13, Q3, 3 and 13) (3:09) (Shotgun) R.Wilson pass incomplete short middle [S.McClellin]. PENALTY on SEA-R.Wilson, Intentional Grounding, 10 yards, enforced at NE 13.",REG,Opponent,Opponent,Offensive Penalty,3,13
2016,NE,SEA,10,24,31,SEA,NE,NE,SEA 27,SEA,27,27,Q3,2 and 10,00:52,NE,Offensive Holding,10,"(NE, SEA 27, Q3, 2 and 10) (:52) (Shotgun) J.White left tackle to SEA 27 for no gain (J.Reed). PENALTY on NE-J.Thuney, Offensive Holding, 10 yards, enforced at SEA 27 - No Play.",REG,NE,NE,Offensive Penalty,2,10
2016,NE,SEA,10,24,31,SEA,NE,NE,SEA 37,SEA,37,37,Q3,2 and 20,00:33,NE,False Start,5,"(NE, SEA 37, Q3, 2 and 20) (:33) (Shotgun) PENALTY on NE-R.Gronkowski, False Start, 5 yards, enforced at SEA 37 - No Play.",REG,NE,NE,Offensive Penalty,2,20
2016,NE,SEA,10,24,31,SEA,NE,SEA,NE 1,NE,1,1,Q4,3 and 1,9:03,SEA,False Start,4,"(SEA, NE 1, Q4, 3 and 1) (9:03) PENALTY on SEA-J.Graham, False Start, 4 yards, enforced at NE 1 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,1
2016,NE,SEA,10,24,31,SEA,NE,NE,SEA 49,SEA,49,49,Q4,3 and 5,2:34,NE,False Start,5,"(NE, SEA 49, Q4, 3 and 5) (2:34) (Shotgun) PENALTY on NE-M.Mitchell, False Start, 5 yards, enforced at SEA 49 - No Play.",REG,NE,NE,Offensive Penalty,3,5
2016,NE,SEA,10,24,31,SEA,NE,NE,SEA 2,SEA,2,2,Q4,4 and 2,00:14,SEA,Defensive 12 On-field,1,"(NE, SEA 2, Q4, 4 and 2) (:14) (Shotgun) PENALTY on SEA, Defensive 12 On-field, 1 yard, enforced at SEA 2 - No Play.",REG,NE,Opponent,Defensive Penalty,4,2
2016,SF,NE,11,17,30,NE,SF,SF,SF 31,SF,31,69,Q1,2 and 4,9:35,SF,False Start,5,"(SF, SF 31, Q1, 2 and 4) (9:35) PENALTY on SF-D.Kilgore, False Start, 5 yards, enforced at SF 31 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,4
2016,SF,NE,11,17,30,NE,SF,NE,SF 40,SF,40,40,Q2,2 and 6,9:48,SF,Defensive Offside,5,"(NE, SF 40, Q2, 2 and 6) (9:48) (Shotgun) T.Brady pass incomplete short right to M.Bennett. PENALTY on SF-J.Ward, Defensive Offside, 5 yards, enforced at SF 40 - No Play.",REG,NE,Opponent,Defensive Penalty,2,6
2016,SF,NE,11,17,30,NE,SF,NE,SF 35,SF,35,35,Q2,2 and 1,9:38,NE,Offensive Holding,10,"(NE, SF 35, Q2, 2 and 1) (9:38) L.Blount up the middle for 35 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NE-N.Solder, Offensive Holding, 10 yards, enforced at SF 35 - No Play.",REG,NE,NE,Offensive Penalty,2,1
2016,SF,NE,11,17,30,NE,SF,NE,SF 45,SF,45,45,Q2,2 and 11,9:31,NE,Intentional Grounding,10,"(NE, SF 45, Q2, 2 and 11) (9:31) (Shotgun) T.Brady pass incomplete short right. PENALTY on NE-T.Brady, Intentional Grounding, 10 yards, enforced at SF 45.",REG,NE,NE,Offensive Penalty,2,11
2016,SF,NE,11,17,30,NE,SF,SF,NE 23,NE,23,23,Q2,2 and 9,5:13,NE,Defensive Holding,5,"(SF, NE 23, Q2, 2 and 9) (5:13) (Shotgun) C.Kaepernick pass incomplete short right. PENALTY on NE-L.Ryan, Defensive Holding, 5 yards, enforced at NE 23 - No Play.",REG,Opponent,NE,Defensive Penalty,2,9
2016,SF,NE,11,17,30,NE,SF,SF,SF 35,SF,35,65,Q2,,,SF,Low Block,15,"(SF, SF 35, Q2) P.Dawson kicks 54 yards from SF 35 to NE 11. J.Develin to NE 25 for 14 yards (J.Shepherd; B.Bell). PENALTY on SF-R.Streater, Low Block, 15 yards, enforced at NE 25. Penalty on SF-S.Skov, Offside on Free Kick, declined.",REG,Opponent,Opponent,Offensive Penalty,,
2016,SF,NE,11,17,30,NE,SF,NE,NE 40,NE,40,60,Q2,2 and 10,4:46,NE,False Start,5,"(NE, NE 40, Q2, 2 and 10) (4:46) PENALTY on NE-N.Solder, False Start, 5 yards, enforced at NE 40 - No Play.",REG,NE,NE,Offensive Penalty,2,10
2016,SF,NE,11,17,30,NE,SF,NE,NE 27,NE,27,73,Q2,1 and 10,1:48,SF,Defensive Offside,5,"(NE, NE 27, Q2, 1 and 10) (1:48) L.Blount up the middle to NE 28 for 1 yard (D.Buckner). PENALTY on SF-A.Brooks, Defensive Offside, 5 yards, enforced at NE 27 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2016,SF,NE,11,17,30,NE,SF,SF,SF 39,SF,39,61,Q3,4 and 2,10:58,NE,Illegal Block Above the Waist,10,"(SF, SF 39, Q3, 4 and 2) (10:58) B.Pinion punts 49 yards to NE 12, Center-K.Nelson. D.Amendola to NE 29 for 17 yards (S.Skov). PENALTY on NE-N.Ebner, Illegal Block Above the Waist, 10 yards, enforced at NE 28.",REG,Opponent,NE,Defensive Penalty,4,2
2016,SF,NE,11,17,30,NE,SF,NE,NE 30,NE,30,70,Q3,2 and 9,8:23,SF,Unsportsmanlike Conduct,15,"(NE, NE 30, Q3, 2 and 9) (8:23) T.Brady sacked at NE 23 for -7 yards (A.Brooks). FUMBLES (A.Brooks) [A.Brooks], and recovers at NE 23. PENALTY on SF-R.Robinson, Defensive Holding, 5 yards, enforced at NE 30 - No Play. PENALTY on SF, Unsportsmanlike Conduct, 15 yards, enforced between downs.",REG,NE,Opponent,Defensive Penalty,2,9
2016,SF,NE,11,17,30,NE,SF,NE,NE 37,NE,37,63,Q4,3 and 3,11:26,SF,Defensive Offside,5,"(NE, NE 37, Q4, 3 and 3) (11:26) (Shotgun) T.Brady pass short left to J.White to NE 41 for 4 yards (J.Ward; T.Brock). PENALTY on SF-A.Brooks, Defensive Offside, 5 yards, enforced at NE 37 - No Play.",REG,NE,Opponent,Defensive Penalty,3,3
2016,SF,NE,11,17,30,NE,SF,SF,SF 25,SF,25,75,Q4,2 and 10,6:11,SF,False Start,5,"(SF, SF 25, Q4, 2 and 10) (6:11) (Shotgun) PENALTY on SF-T.Brown, False Start, 5 yards, enforced at SF 25 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,10
2016,SF,NE,11,17,30,NE,SF,NE,SF 41,SF,41,41,Q4,2 and 3,1:55,SF,Defensive Offside,5,"(NE, SF 41, Q4, 2 and 3) (1:55) L.Blount right guard to SF 38 for 3 yards (E.Harold). PENALTY on SF-E.Harold, Defensive Offside, 5 yards, enforced at SF 41 - No Play.",REG,NE,Opponent,Defensive Penalty,2,3
2016,SF,NE,11,17,30,NE,SF,NE,SF 7,SF,7,7,Q4,1 and 7,1:34,SF,Unnecessary Roughness,3,"(NE, SF 7, Q4, 1 and 7) (1:34) C.Fleming reported in as eligible.  L.Blount right tackle to SF 7 for no gain (T.Jerod-Eddie; G.Hodges). PENALTY on SF-E.Harold, Unnecessary Roughness, 3 yards, enforced at SF 7.",REG,NE,Opponent,Defensive Penalty,1,7
2016,NYJ,NE,12,17,22,NE,NYJ,NE,NYJ 39,NYJ,39,39,Q2,1 and 10,11:46,NYJ,Defensive Pass Interference,31,"(NE, NYJ 39, Q2, 1 and 10) (11:46) (Shotgun) C.Hogan pass incomplete deep left to M.Mitchell (D.Roberts). PENALTY on NYJ-D.Roberts, Defensive Pass Interference, 31 yards, enforced at NYJ 39 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2016,NYJ,NE,12,17,22,NE,NYJ,NYJ,NYJ 30,NYJ,30,70,Q2,3 and 1,5:13,NE,Neutral Zone Infraction,5,"(NYJ, NYJ 30, Q2, 3 and 1) (5:13) PENALTY on NE-A.Branch, Neutral Zone Infraction, 5 yards, enforced at NYJ 30 - No Play.",REG,Opponent,NE,Defensive Penalty,3,1
2016,NYJ,NE,12,17,22,NE,NYJ,NYJ,NYJ 25,NYJ,25,75,Q3,1 and 10,15:00,NYJ,Offensive Holding,10,"(NYJ, NYJ 25, Q3, 1 and 10) (15:00) R.Fitzpatrick pass short right to R.Anderson pushed ob at NYJ 33 for 8 yards (M.Butler). PENALTY on NYJ-B.Giacomini, Offensive Holding, 10 yards, enforced at NYJ 25 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2016,NYJ,NE,12,17,22,NE,NYJ,NE,NYJ 18,NYJ,18,18,Q3,4 and 1,8:41,NYJ,Neutral Zone Infraction,5,"(NE, NYJ 18, Q3, 4 and 1) (8:41) (Run formation) PENALTY on NYJ-M.Wilkerson, Neutral Zone Infraction, 5 yards, enforced at NYJ 18 - No Play.",REG,NE,Opponent,Defensive Penalty,4,1
2016,NYJ,NE,12,17,22,NE,NYJ,NE,NE 12,NE,12,88,Q3,2 and 10,1:43,NYJ,Neutral Zone Infraction,5,"(NE, NE 12, Q3, 2 and 10) (1:43) (Shotgun) PENALTY on NYJ-D.Simon, Neutral Zone Infraction, 5 yards, enforced at NE 12 - No Play.",REG,NE,Opponent,Defensive Penalty,2,10
2016,NYJ,NE,12,17,22,NE,NYJ,NE,NE 35,NE,35,65,Q4,,,NYJ,Illegal Block Above the Waist,8,"(NE, NE 35, Q4) S.Gostkowski kicks 65 yards from NE 35 to NYJ 0. J.Ross to NYJ 16 for 16 yards (B.King; S.McClellin). PENALTY on NYJ-R.Miles, Illegal Block Above the Waist, 8 yards, enforced at NYJ 16.",REG,NE,Opponent,Defensive Penalty,,
2016,NYJ,NE,12,17,22,NE,NYJ,NYJ,NYJ 37,NYJ,37,63,Q4,2 and 4,5:27,NYJ,Intentional Grounding,7,"(NYJ, NYJ 37, Q4, 2 and 4) (5:27) R.Fitzpatrick pass incomplete short middle [M.Brown]. PENALTY on NYJ-R.Fitzpatrick, Intentional Grounding, 7 yards, enforced at NYJ 37.",REG,Opponent,Opponent,Offensive Penalty,2,4
2016,NYJ,NE,12,17,22,NE,NYJ,NYJ,NYJ 30,NYJ,30,70,Q4,4 and 11,5:16,NE,Offensive Holding,10,"(NYJ, NYJ 30, Q4, 4 and 11) (5:16) L.Edwards punts 43 yards to NE 27, Center-T.Purdum. D.Amendola to NE 42 for 15 yards (R.Miles). PENALTY on NE-D.McCourty, Offensive Holding, 10 yards, enforced at NE 27.",REG,Opponent,NE,Defensive Penalty,4,11
2016,NE,LA,13,26,10,NE,LA,NE,NE 35,NE,35,65,Q1,1 and 10,9:38,NE,Offensive Holding,10,"(NE, NE 35, Q1, 1 and 10) (9:38) (Shotgun) T.Brady pass short middle to J.Edelman to NE 47 for 12 yards (M.Barron). PENALTY on NE-J.Thuney, Offensive Holding, 10 yards, enforced at NE 35 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2016,NE,LA,13,26,10,NE,LA,NE,NE 31,NE,31,69,Q2,3 and 1,10:25,NE,Offensive Holding,10,"(NE, NE 31, Q2, 3 and 1) (10:25) (No Huddle, Shotgun) D.Lewis left tackle to NE 37 for 6 yards. PENALTY on NE-M.Bennett, Offensive Holding, 10 yards, enforced at NE 31 - No Play.",REG,NE,NE,Offensive Penalty,3,1
2016,NE,LA,13,26,10,NE,LA,NE,LA 28,LA,28,28,Q2,1 and 10,2:08,LA,Neutral Zone Infraction,5,"(NE, LA 28, Q2, 1 and 10) (2:08) C.Fleming reported in as eligible.  PENALTY on LA-M.Brockers, Neutral Zone Infraction, 5 yards, enforced at LA 28 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2016,NE,LA,13,26,10,NE,LA,LA,LA 23,LA,23,77,Q3,1 and 10,14:57,LA,False Start,5,"(LA, LA 23, Q3, 1 and 10) (14:57) (Shotgun) PENALTY on LA-K.Britt, False Start, 5 yards, enforced at LA 23 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2016,NE,LA,13,26,10,NE,LA,NE,NE 16,NE,16,84,Q3,1 and 10,14:03,NE,Illegal Shift,5,"(NE, NE 16, Q3, 1 and 10) (14:03) (Shotgun) T.Brady pass short right to J.White pushed ob at NE 25 for 9 yards (L.Joyner). PENALTY on NE, Illegal Shift, 5 yards, enforced at NE 16 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2016,NE,LA,13,26,10,NE,LA,LA,NE 30,NE,30,30,Q3,2 and 7,9:48,LA,Offensive Holding,10,"(LA, NE 30, Q3, 2 and 7) (9:48) (Shotgun) J.Goff pass short left to B.Quick to NE 20 for 10 yards (L.Ryan). PENALTY on LA-G.Robinson, Offensive Holding, 10 yards, enforced at NE 30 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,7
2016,NE,LA,13,26,10,NE,LA,LA,LA 35,LA,35,65,Q3,2 and 10,1:34,LA,Offensive Holding,10,"(LA, LA 35, Q3, 2 and 10) (1:34) (Shotgun) J.Goff pass short middle to B.Marquez to LA 39 for 4 yards (K.Van Noy). PENALTY on LA-J.Brown, Offensive Holding, 10 yards, enforced at LA 35 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,10
2016,NE,LA,13,26,10,NE,LA,NE,LA 26,LA,26,26,Q4,2 and 6,11:59,NE,Offensive Holding,10,"(NE, LA 26, Q4, 2 and 6) (11:59) L.Blount right guard to LA 18 for 8 yards (C.Davis). PENALTY on NE-M.Bennett, Offensive Holding, 10 yards, enforced at LA 26 - No Play.",REG,NE,NE,Offensive Penalty,2,6
2016,NE,LA,13,26,10,NE,LA,LA,LA 15,LA,15,85,Q4,4 and 17,9:24,NE,Offensive Holding,5,"(LA, LA 15, Q4, 4 and 17) (9:24) J.Hekker punts 76 yards to NE 9, Center-J.McQuaide. Cy.Jones to NE 20 for 11 yards (M.Thomas). PENALTY on NE-J.Jones, Offensive Holding, 5 yards, enforced at NE 10.",REG,Opponent,NE,Defensive Penalty,4,17
2016,NE,LA,13,26,10,NE,LA,NE,NE 30,NE,30,70,Q4,4 and 2,3:43,NE,False Start,5,"(NE, NE 30, Q4, 4 and 2) (3:43) PENALTY on NE-J.Jones, False Start, 5 yards, enforced at NE 30 - No Play.",REG,NE,NE,Offensive Penalty,4,2
2016,NE,LA,13,26,10,NE,LA,LA,NE 2,NE,2,2,Q4,2 and 2,1:20,NE,Defensive 12 On-field,1,"(LA, NE 2, Q4, 2 and 2) (1:20) (Shotgun) PENALTY on NE, Defensive 12 On-field, 1 yard, enforced at NE 2 - No Play.",REG,Opponent,NE,Defensive Penalty,2,2
2016,NE,LA,13,26,10,NE,LA,LA,NE 1,NE,1,1,Q4,2 and 1,1:20,NE,Encroachment,0,"(LA, NE 1, Q4, 2 and 1) (1:20) PENALTY on NE-A.Branch, Encroachment, 0 yards, enforced at NE 1 - No Play.",REG,Opponent,NE,Defensive Penalty,2,1
2016,NE,BAL,14,30,23,NE,BAL,NE,NE 46,NE,46,54,Q1,2 and 9,9:00,BAL,Defensive Holding,5,"(NE, NE 46, Q1, 2 and 9) (9:00) (No Huddle, Shotgun) T.Brady pass incomplete deep right to M.Mitchell. PENALTY on BAL-J.Powers, Defensive Holding, 5 yards, enforced at NE 46 - No Play.",REG,NE,Opponent,Defensive Penalty,2,9
2016,NE,BAL,14,30,23,NE,BAL,NE,BAL 31,BAL,31,31,Q1,2 and 10,8:10,NE,Intentional Grounding,10,"(NE, BAL 31, Q1, 2 and 10) (8:10) T.Brady pass incomplete short right [E.Dumervil]. PENALTY on NE-T.Brady, Intentional Grounding, 10 yards, enforced at BAL 31.",REG,NE,NE,Offensive Penalty,2,10
