Season,Home,Away,Week,Team_Possesion,Field_Position,Quarter,To_go,Time_left_Qtr,Penalty_on,Penalty,Penalty_Yards,game_type
2012,TEN,NE,1,TEN,TEN 10,Q3,3 and 10,4:53,TEN,Offensive Holding,5,REG
2012,TEN,NE,1,TEN,TEN 47,Q4,2 and 6,14:34,NE,Defensive Offside,5,REG
2012,TEN,NE,1,TEN,NE 19,Q4,2 and 8,11:59,NE,Defensive Pass Interference,6,REG
2012,NE,ARI,2,ARI,NE 34,Q1,3 and 8,7:51,NE,Encroachment,5,REG
2012,NE,ARI,2,NE,ARI 33,Q1,3 and 7,2:37,ARI,Encroachment,5,REG
2012,NE,ARI,2,ARI,ARI 18,Q2,3 and 8,13:21,ARI,Offensive Holding,9,REG
2012,NE,ARI,2,NE,ARI 11,Q2,4 and 2,9:12,NE,False Start,5,REG
2012,NE,ARI,2,NE,NE 35,Q2,,,ARI,Offensive Holding,10,REG
2012,NE,ARI,2,NE,NE 38,Q2,2 and 20,5:35,NE,False Start,5,REG
2012,NE,ARI,2,NE,ARI 39,Q3,4 and 15,2:53,NE,Illegal Formation,5,REG
2012,NE,ARI,2,ARI,ARI 38,Q3,2 and 8,1:41,ARI,Offensive Holding,10,REG
2012,NE,ARI,2,ARI,ARI 28,Q3,2 and 18,1:13,NE,Personal Foul,15,REG
2012,NE,ARI,2,ARI,ARI 17,Q4,2 and 2,11:10,ARI,False Start,5,REG
2012,NE,ARI,2,ARI,ARI 22,Q4,4 and 8,5:54,NE,Illegal Block Above the Waist,10,REG
2012,NE,ARI,2,NE,ARI 30,Q4,2 and 10,:58,NE,Offensive Holding,0,REG
2012,NE,ARI,2,NE,ARI 18,Q4,1 and 10,:46,NE,False Start,5,REG
2012,BAL,NE,3,BAL,BAL 41,Q1,4 and 2,5:14,NE,Illegal Block Above the Waist,9,REG
2012,BAL,NE,3,NE,NE 49,Q1,1 and 10,3:10,BAL,Personal Foul,15,REG
2012,BAL,NE,3,NE,BAL 27,Q1,2 and 8,2:14,NE,Offensive Holding,10,REG
2012,BAL,NE,3,NE,BAL 30,Q1,3 and 11,1:48,NE,Offensive Pass Interference,10,REG
2012,BAL,NE,3,BAL,BAL 22,Q2,3 and 6,15:00,NE,Defensive Pass Interference,2,REG
2012,BAL,NE,3,BAL,BAL 28,Q2,2 and 6,14:20,BAL,Offensive Holding,10,REG
2012,BAL,NE,3,BAL,NE 49,Q2,1 and 10,12:11,BAL,False Start,5,REG
2012,BAL,NE,3,NE,NE 20,Q2,1 and 10,9:45,NE,False Start,5,REG
2012,BAL,NE,3,NE,NE 31,Q2,1 and 10,1:14,BAL,Defensive Holding,5,REG
2012,BAL,NE,3,NE,NE 49,Q2,1 and 10,:35,BAL,Illegal Contact,5,REG
2012,BAL,NE,3,NE,BAL 2,Q2,,,BAL,Personal Foul,15,REG
2012,BAL,NE,3,BAL,BAL 37,Q3,2 and 8,14:06,NE,Defensive Holding,5,REG
2012,BAL,NE,3,NE,BAL 39,Q3,1 and 10,8:49,BAL,Personal Foul,15,REG
2012,BAL,NE,3,BAL,BAL 20,Q3,1 and 10,6:48,BAL,False Start,5,REG
2012,BAL,NE,3,BAL,NE 42,Q3,2 and 5,5:54,BAL,Offensive Holding,10,REG
2012,BAL,NE,3,BAL,BAL 48,Q3,4 and 15,5:15,NE,Defensive Offside,5,REG
2012,BAL,NE,3,NE,BAL 45,Q3,1 and 10,2:53,BAL,Defensive Holding,5,REG
2012,BAL,NE,3,NE,BAL 33,Q3,3 and 3,1:28,BAL,Unnecessary Roughness,15,REG
2012,BAL,NE,3,BAL,BAL 20,Q4,1 and 10,6:55,BAL,Offensive Holding,10,REG
2012,BAL,NE,3,BAL,BAL 16,Q4,2 and 14,6:18,NE,Defensive Holding,5,REG
2012,BAL,NE,3,BAL,NE 10,Q4,2 and 10,4:15,NE,Defensive Holding,5,REG
2012,BAL,NE,3,NE,NE 32,Q4,3 and 9,2:28,BAL,Illegal Contact,5,REG
2012,BAL,NE,3,NE,NE 37,Q4,1 and 10,2:23,BAL,Unsportsmanlike Conduct,15,REG
2012,BAL,NE,3,BAL,NE 34,Q4,3 and 9,:52,NE,Defensive Pass Interference,27,REG
2012,BUF,NE,4,BUF,BUF 17,Q3,2 and 10,13:06,BUF,False Start,5,REG
2012,BUF,NE,4,BUF,BUF 21,Q3,4 and 9,7:19,NE,Offensive Holding,10,REG
2012,BUF,NE,4,NE,BUF 32,Q3,2 and 6,4:49,BUF,Roughing the Passer,7,REG
2012,BUF,NE,4,BUF,BUF 20,Q4,2 and 10,11:37,BUF,False Start,5,REG
2012,NE,DEN,5,DEN,NE 20,Q2,3 and 6,14:15,NE,Defensive Pass Interference,19,REG
2012,NE,DEN,5,NE,DEN 22,Q2,1 and 10,9:53,NE,False Start,5,REG
2012,NE,DEN,5,NE,NE 39,Q3,1 and 10,11:14,DEN,Defensive 12 On-field,5,REG
2012,NE,DEN,5,NE,DEN 47,Q3,3 and 7,9:24,NE,Offensive Holding,10,REG
2012,NE,DEN,5,NE,DEN 17,Q3,2 and 10,7:01,DEN,Encroachment,5,REG
2012,NE,DEN,5,NE,DEN 1,Q3,2 and 1,5:37,DEN,Defensive Offside,0,REG
2012,NE,DEN,5,NE,DEN 14,Q3,1 and 10,4:51,DEN,Defensive Pass Interference,11,REG
2012,NE,DEN,5,NE,DEN 3,Q3,1 and 3,4:47,NE,False Start,5,REG
2012,NE,DEN,5,NE,NE 20,Q3,2 and 10,:34,NE,Offensive Pass Interference,10,REG
2012,NE,DEN,5,NE,NE 44,Q4,4 and 20,13:09,NE,Offensive Holding,10,REG
2012,SEA,NE,6,SEA,SEA 16,Q1,1 and 10,12:52,NE,Defensive Offside,5,REG
2012,SEA,NE,6,SEA,NE 11,Q1,4 and 3,8:36,SEA,False Start,5,REG
2012,SEA,NE,6,SEA,NE 19,Q1,1 and 10,2:15,SEA,False Start,5,REG
2012,SEA,NE,6,NE,NE 20,Q1,1 and 10,1:50,NE,False Start,5,REG
2012,SEA,NE,6,NE,SEA 3,Q2,1 and 3,11:42,NE,Illegal Shift,5,REG
2012,SEA,NE,6,SEA,SEA 42,Q3,3 and 10,8:08,SEA,Offensive Holding,10,REG
2012,SEA,NE,6,NE,SEA 34,Q3,3 and 7,:30,SEA,Unnecessary Roughness,15,REG
2012,SEA,NE,6,SEA,SEA 20,Q4,1 and 10,13:29,NE,Defensive Pass Interference,40,REG
2012,SEA,NE,6,SEA,SEA 17,Q4,1 and 10,9:17,NE,Unnecessary Roughness,15,REG
2012,SEA,NE,6,NE,NE 47,Q4,2 and 10,4:52,NE,Intentional Grounding,10,REG
2012,NE,NYJ,7,NYJ,NE 17,Q1,3 and 8,10:25,NE,Defensive Holding,5,REG
2012,NE,NYJ,7,NE,NE 35,Q1,,,NYJ,Offensive Holding,10,REG
2012,NE,NYJ,7,NYJ,NYJ 41,Q1,1 and 10,4:03,NYJ,False Start,5,REG
2012,NE,NYJ,7,NE,NE 22,Q1,2 and 8,2:23,NYJ,Encroachment,5,REG
2012,NE,NYJ,7,NE,NYJ 50,Q2,2 and 10,14:31,NE,Offensive Holding,10,REG
2012,NE,NYJ,7,NE,NE 32,Q2,4 and 3,5:11,NYJ,Face Mask (15 Yards),15,REG
2012,NE,NYJ,7,NYJ,NE 44,Q2,2 and 10,:32,NE,Defensive Holding,5,REG
2012,NE,NYJ,7,NE,NE 17,Q3,1 and 10,9:26,NYJ,Defensive Holding,5,REG
2012,NE,NYJ,7,NE,NE 47,Q3,1 and 10,6:32,NE,False Start,5,REG
2012,NE,NYJ,7,NYJ,NYJ 24,Q3,3 and 6,2:01,NYJ,Offensive Holding,10,REG
2012,NE,NYJ,7,NYJ,NYJ 8,Q4,1 and 10,12:42,NYJ,False Start,4,REG
2012,NE,NYJ,7,NE,NE 21,Q4,1 and 10,5:39,NE,Offensive Pass Interference,10,REG
2012,NE,NYJ,7,NE,NE 44,Q5,3 and 7,12:45,NYJ,Defensive Pass Interference,6,REG
2012,NE,NYJ,7,NYJ,NYJ 20,Q5,3 and 5,9:33,NE,Defensive Holding,5,REG
2012,STL,NE,8,STL,STL 20,Q1,1 and 10,15:00,NE,Encroachment,5,REG
2012,STL,NE,8,NE,NE 30,Q1,3 and 2,11:06,STL,Defensive Pass Interference,10,REG
2012,STL,NE,8,STL,STL 42,Q1,1 and 10,5:55,STL,Illegal Touch Pass,5,REG
2012,STL,NE,8,STL,STL 47,Q1,3 and 5,3:59,STL,Intentional Grounding,12,REG
2012,STL,NE,8,STL,STL 34,Q2,1 and 10,12:02,STL,False Start,5,REG
2012,STL,NE,8,NE,NE 35,Q2,,,NE,Offside on Free Kick,5,REG
2012,STL,NE,8,STL,NE 41,Q2,1 and 10,3:04,STL,Offensive Holding,10,REG
2012,STL,NE,8,NE,STL 35,Q2,3 and 4,:53,STL,Defensive Pass Interference,15,REG
2012,STL,NE,8,NE,STL 8,Q2,3 and 8,:17,STL,Defensive Pass Interference,7,REG
2012,STL,NE,8,STL,STL 24,Q3,2 and 6,11:48,STL,Illegal Forward Pass,5,REG
2012,STL,NE,8,STL,STL 28,Q3,4 and 2,10:21,STL,Offensive Holding,10,REG
2012,STL,NE,8,STL,STL 32,Q3,1 and 10,5:49,STL,False Start,5,REG
2012,STL,NE,8,STL,STL 27,Q3,1 and 15,5:29,NE,Defensive Holding,5,REG
2012,STL,NE,8,STL,STL 32,Q3,2 and 14,1:31,NE,Encroachment,5,REG
2012,STL,NE,8,NE,STL 48,Q4,3 and 3,13:34,NE,Illegal Formation,5,REG
2012,STL,NE,8,NE,STL 28,Q4,1 and 10,12:01,STL,Unnecessary Roughness,8,REG
2012,STL,NE,8,NE,STL 9,Q4,1 and 9,11:42,NE,False Start,5,REG
2012,STL,NE,8,STL,STL 44,Q4,1 and 10,10:17,NE,Encroachment,5,REG
2012,STL,NE,8,NE,NE 15,Q4,3 and 7,7:09,NE,Offensive Pass Interference,7,REG
2012,STL,NE,8,NE,NE 30,Q4,4 and 5,5:24,STL,Offensive Holding,10,REG
2012,NE,BUF,10,BUF,BUF 40,Q1,3 and 1,12:29,BUF,False Start,5,REG
2012,NE,BUF,10,BUF,BUF 35,Q1,3 and 6,12:04,BUF,Offensive Holding,10,REG
2012,NE,BUF,10,BUF,BUF 25,Q1,3 and 16,11:37,BUF,False Start,5,REG
2012,NE,BUF,10,NE,BUF 9,Q1,2 and 6,4:49,BUF,Defensive Pass Interference,8,REG
2012,NE,BUF,10,NE,BUF 3,Q1,2 and 3,4:01,BUF,Defensive Pass Interference,2,REG
2012,NE,BUF,10,BUF,BUF 20,Q1,1 and 10,3:54,BUF,Offensive Holding,10,REG
2012,NE,BUF,10,BUF,NE 36,Q2,1 and 10,15:00,NE,Face Mask (15 Yards),15,REG
2012,NE,BUF,10,BUF,NE 11,Q2,3 and 2,13:07,BUF,Offensive Holding,10,REG
2012,NE,BUF,10,NE,NE 18,Q2,3 and 10,5:46,BUF,Defensive Pass Interference,17,REG
2012,NE,BUF,10,NE,NE 36,Q2,2 and 9,5:03,BUF,Face Mask (15 Yards),15,REG
2012,NE,BUF,10,NE,BUF 38,Q2,1 and 10,4:42,BUF,Defensive Pass Interference,37,REG
2012,NE,BUF,10,BUF,NE 41,Q2,2 and 1,1:01,NE,Unnecessary Roughness,15,REG
2012,NE,BUF,10,BUF,BUF 7,Q3,3 and 16,9:44,BUF,Delay of Game,3,REG
2012,NE,BUF,10,BUF,BUF 8,Q3,4 and 15,8:53,BUF,Unnecessary Roughness,15,REG
2012,NE,BUF,10,BUF,NE 2,Q3,1 and 2,3:15,BUF,False Start,5,REG
2012,NE,BUF,10,NE,NE 35,Q4,,,BUF,Illegal Block Above the Waist,6,REG
2012,NE,BUF,10,BUF,BUF 42,Q4,2 and 9,10:40,NE,Encroachment,5,REG
2012,NE,BUF,10,BUF,BUF 47,Q4,2 and 4,10:36,NE,Roughing the Passer,15,REG
2012,NE,BUF,10,BUF,NE 45,Q4,1 and 10,9:16,NE,Unnecessary Roughness,15,REG
2012,NE,BUF,10,BUF,NE 5,Q4,2 and 5,8:21,NE,Encroachment,3,REG
2012,NE,BUF,10,NE,BUF 4,Q4,2 and 4,2:21,NE,False Start,5,REG
2012,NE,IND,11,IND,NE 46,Q1,2 and 10,11:43,NE,Defensive Pass Interference,40,REG
2012,NE,IND,11,NE,IND 39,Q2,1 and 10,15:00,NE,Offensive Holding,10,REG
2012,NE,IND,11,IND,IND 26,Q2,4 and 10,12:14,IND,False Start,5,REG
2012,NE,IND,11,IND,IND 10,Q2,1 and 10,1:47,NE,Illegal Contact,5,REG
2012,NE,IND,11,IND,IND 20,Q3,2 and 10,3:18,NE,Roughing the Passer,15,REG
2012,NYJ,NE,12,NE,NE 19,Q1,1 and 10,14:53,NE,Intentional Grounding,9,REG
2012,NYJ,NE,12,NYJ,NYJ 30,Q1,1 and 10,10:05,NE,Encroachment,5,REG
2012,NYJ,NE,12,NYJ,NE 32,Q1,2 and 7,7:03,NE,Defensive Holding,5,REG
2012,NYJ,NE,12,NE,NE 16,Q1,2 and 10,5:55,NYJ,Defensive 12 On-field,5,REG
2012,NYJ,NE,12,NE,NYJ 49,Q1,3 and 4,3:42,NYJ,Neutral Zone Infraction,5,REG
2012,NYJ,NE,12,NE,NYJ 32,Q1,2 and 10,1:07,NYJ,Face Mask (15 Yards),10,REG
2012,NYJ,NE,12,NYJ,NE 6,Q3,3 and 2,8:24,NE,Encroachment,3,REG
2012,NYJ,NE,12,NE,NE 1,Q3,1 and 10,6:52,NE,Chop Block,0,REG
2012,NYJ,NE,12,NYJ,NE 7,Q3,1 and 7,5:01,NE,Defensive Holding,3,REG
2012,NYJ,NE,12,NE,NYJ 7,Q4,2 and 2,13:14,NE,Offensive Pass Interference,10,REG
2012,NYJ,NE,12,NE,NE 35,Q4,,,NYJ,Personal Foul,10,REG
2012,NYJ,NE,12,NYJ,NYJ 19,Q4,3 and 1,10:09,NYJ,Illegal Motion,5,REG
2012,NYJ,NE,12,NYJ,NE 13,Q4,2 and 10,2:34,NE,Unnecessary Roughness,1,REG
2012,MIA,NE,13,NE,MIA 12,Q1,1 and 10,13:57,NE,Offensive Holding,10,REG
2012,MIA,NE,13,NE,MIA 35,Q1,1 and 10,8:36,NE,Offensive Holding,10,REG
2012,MIA,NE,13,NE,NE 25,Q1,1 and 10,3:22,MIA,Low Block,15,REG
2012,MIA,NE,13,MIA,NE 23,Q1,1 and 10,1:52,MIA,Offensive Holding,10,REG
2012,MIA,NE,13,NE,NE 34,Q2,4 and 1,13:21,NE,False Start,5,REG
2012,MIA,NE,13,NE,NE 29,Q2,4 and 6,13:13,MIA,Roughing the Kicker,15,REG
2012,MIA,NE,13,NE,MIA 35,Q2,2 and 3,11:57,MIA,Defensive Pass Interference,4,REG
2012,MIA,NE,13,MIA,MIA 20,Q2,1 and 10,6:53,MIA,Offensive Holding,10,REG
2012,MIA,NE,13,MIA,MIA 10,Q2,1 and 20,6:47,MIA,False Start,5,REG
2012,MIA,NE,13,MIA,MIA 35,Q2,1 and 10,5:28,NE,Defensive 12 On-field,5,REG
2012,MIA,NE,13,NE,NE 31,Q3,2 and 10,12:29,MIA,Defensive Pass Interference,31,REG
2012,MIA,NE,13,NE,NE 13,Q3,1 and 10,5:45,NE,Offensive Holding,6,REG
2012,MIA,NE,13,NE,MIA 35,Q4,3 and 1,15:00,MIA,Face Mask (15 Yards),0,REG
2012,MIA,NE,13,MIA,NE 45,Q4,1 and 10,11:40,NE,Defensive Pass Interference,14,REG
2012,NE,HOU,14,HOU,HOU 20,Q1,1 and 10,15:00,HOU,Illegal Formation,5,REG
2012,NE,HOU,14,NE,HOU 34,Q1,3 and 6,11:05,HOU,Defensive Holding,5,REG
2012,NE,HOU,14,NE,NE 43,Q2,3 and 10,12:22,HOU,Defensive Pass Interference,26,REG
2012,NE,HOU,14,NE,NE 37,Q2,3 and 6,3:58,NE,Offensive Pass Interference,10,REG
2012,NE,HOU,14,HOU,NE 43,Q2,3 and 10,2:00,NE,Neutral Zone Infraction,5,REG
2012,NE,HOU,14,NE,NE 35,Q3,4 and 8,13:13,HOU,Offensive Holding,9,REG
2012,NE,HOU,14,HOU,HOU 33,Q3,2 and 5,8:28,NE,Defensive Pass Interference,15,REG
2012,NE,HOU,14,HOU,NE 29,Q3,1 and 10,7:49,HOU,Offensive Pass Interference,10,REG
2012,NE,HOU,14,HOU,NE 2,Q3,1 and 2,6:42,NE,Defensive 12 On-field,1,REG
2012,NE,HOU,14,NE,NE 20,Q3,4 and 10,5:00,HOU,Illegal Block Above the Waist,10,REG
2012,NE,HOU,14,NE,NE 30,Q3,2 and 8,2:51,HOU,Illegal Contact,5,REG
2012,NE,HOU,14,HOU,HOU 20,Q4,1 and 10,7:23,NE,Face Mask (15 Yards),15,REG
2012,NE,HOU,14,NE,NE 21,Q4,1 and 10,3:54,NE,Offensive Holding,10,REG
2012,NE,SF,15,SF,SF 14,Q1,4 and 4,8:25,NE,Offensive Holding,10,REG
2012,NE,SF,15,NE,NE 37,Q1,2 and 3,1:48,NE,False Start,5,REG
2012,NE,SF,15,SF,SF 20,Q2,1 and 10,8:26,NE,Defensive Pass Interference,35,REG
2012,NE,SF,15,NE,NE 22,Q2,4 and 6,6:16,SF,Offensive Holding,10,REG
2012,NE,SF,15,SF,NE 4,Q2,1 and 4,:18,SF,Offensive Pass Interference,10,REG
2012,NE,SF,15,SF,NE 38,Q3,1 and 10,12:10,NE,Defensive Offside,5,REG
2012,NE,SF,15,NE,SF 40,Q3,1 and 10,11:00,NE,Low Block,3,REG
2012,NE,SF,15,NE,NE 20,Q3,1 and 10,10:38,SF,Unnecessary Roughness,15,REG
2012,NE,SF,15,NE,SF 22,Q3,1 and 10,7:01,NE,Illegal Shift,5,REG
2012,NE,SF,15,NE,SF 43,Q4,2 and 10,12:23,SF,Defensive Pass Interference,38,REG
2012,NE,SF,15,SF,SF 25,Q4,1 and 10,12:07,SF,Illegal Use of Hands,10,REG
2012,NE,SF,15,SF,SF 21,Q4,4 and 14,10:07,NE,Offensive Holding,7,REG
2012,NE,SF,15,NE,SF 11,Q4,1 and 10,7:26,SF,Encroachment,5,REG
2012,NE,SF,15,SF,SF 35,Q4,4 and 3,3:09,NE,Offensive Holding,3,REG
2012,JAC,NE,16,NE,NE 22,Q1,1 and 10,9:29,JAC,Defensive Pass Interference,8,REG
2012,JAC,NE,16,JAC,NE 12,Q2,2 and 1,14:28,JAC,Offensive Holding,10,REG
2012,JAC,NE,16,NE,JAC 25,Q2,3 and 8,6:06,NE,Illegal Motion,5,REG
2012,JAC,NE,16,JAC,JAC 21,Q2,1 and 10,5:20,JAC,Offensive Holding,10,REG
2012,JAC,NE,16,JAC,JAC 25,Q3,3 and 5,11:02,NE,Defensive Pass Interference,5,REG
2012,JAC,NE,16,NE,NE 40,Q3,1 and 10,6:39,JAC,Roughing the Passer,15,REG
2012,JAC,NE,16,JAC,NE 1,Q4,3 and 1,4:06,JAC,False Start,4,REG
2012,JAC,NE,16,JAC,NE 10,Q4,4 and 10,3:32,NE,Unnecessary Roughness,14,REG
2012,JAC,NE,16,JAC,JAC 38,Q4,1 and 10,:54,NE,Unnecessary Roughness,15,REG
2012,NE,MIA,17,NE,NE 35,Q1,,,MIA,Offensive Holding,8,REG
2012,NE,MIA,17,MIA,MIA 39,Q1,4 and 11,3:04,NE,Illegal Block Above the Waist,8,REG
2012,NE,MIA,17,NE,NE 45,Q1,1 and 10,1:13,NE,False Start,5,REG
2012,NE,MIA,17,NE,MIA 21,Q2,3 and 8,13:28,NE,False Start,5,REG
2012,NE,MIA,17,MIA,MIA 39,Q2,3 and 3,8:45,NE,Roughing the Passer,15,REG
2012,NE,MIA,17,NE,MIA 15,Q2,1 and 10,2:00,NE,False Start,5,REG
2012,NE,MIA,17,MIA,MIA 30,Q2,2 and 2,:34,MIA,Offensive Holding,10,REG
2012,NE,MIA,17,NE,NE 30,Q3,1 and 10,9:24,MIA,Defensive Holding,5,REG
2012,NE,MIA,17,NE,MIA 45,Q3,1 and 10,:24,NE,Offensive Holding,10,REG
2013,BUF,NE,1,NE,NE 14,Q1,1 and 10,14:56,BUF,Neutral Zone Infraction,5,REG
2013,BUF,NE,1,BUF,BUF 43,Q1,2 and 8,9:07,BUF,False Start,5,REG
2013,BUF,NE,1,BUF,BUF 38,Q1,4 and 13,8:42,BUF,Face Mask (15 Yards),15,REG
2013,BUF,NE,1,BUF,BUF 31,Q1,1 and 10,4:00,BUF,Illegal Use of Hands,10,REG
2013,BUF,NE,1,NE,BUF 29,Q2,1 and 10,9:07,BUF,Defensive 12 On-field,5,REG
2013,BUF,NE,1,NE,NE 33,Q2,3 and 4,7:15,BUF,Neutral Zone Infraction,5,REG
2013,BUF,NE,1,BUF,BUF 16,Q2,2 and 5,4:38,NE,Unnecessary Roughness,15,REG
2013,BUF,NE,1,BUF,BUF 38,Q2,2 and 8,4:10,BUF,Illegal Block Above the Waist,10,REG
2013,BUF,NE,1,BUF,BUF 42,Q3,3 and 1,2:18,BUF,Illegal Use of Hands,10,REG
2013,BUF,NE,1,NE,NE 3,Q3,1 and 10,1:15,NE,False Start,1,REG
2013,BUF,NE,1,BUF,NE 44,Q4,4 and 12,14:28,BUF,Illegal Formation,5,REG
2013,BUF,NE,1,NE,BUF 10,Q4,2 and 10,11:35,BUF,Defensive 12 On-field,5,REG
2013,BUF,NE,1,BUF,BUF 12,Q4,1 and 10,10:44,NE,Unnecessary Roughness,15,REG
2013,BUF,NE,1,NE,BUF 41,Q4,1 and 10,1:58,NE,False Start,5,REG
2013,NE,NYJ,2,NE,NE 26,Q1,2 and 3,14:25,NYJ,Defensive Pass Interference,16,REG
2013,NE,NYJ,2,NYJ,NYJ 23,Q1,3 and 7,8:10,NE,Roughing the Passer,15,REG
2013,NE,NYJ,2,NYJ,NE 9,Q1,4 and 7,4:10,NYJ,Offensive Holding,10,REG
2013,NE,NYJ,2,NE,NE 39,Q2,2 and 10,14:42,NE,False Start,5,REG
2013,NE,NYJ,2,NE,NE 34,Q2,3 and 15,14:36,NE,Offensive Holding,10,REG
2013,NE,NYJ,2,NYJ,NYJ 46,Q2,1 and 10,10:17,NYJ,False Start,6,REG
2013,NE,NYJ,2,NYJ,NYJ 34,Q2,2 and 10,7:12,NYJ,False Start,5,REG
2013,NE,NYJ,2,NYJ,NYJ 27,Q4,3 and 5,7:43,NYJ,Delay of Game,5,REG
2013,NE,NYJ,2,NYJ,NYJ 29,Q4,2 and 10,:48,NYJ,Unsportsmanlike Conduct,9,REG
2013,NE,TB,3,TB,NE 28,Q1,2 and 10,10:58,TB,False Start,5,REG
2013,NE,TB,3,TB,NE 41,Q1,1 and 10,3:22,NE,Defensive 12 On-field,5,REG
2013,NE,TB,3,TB,NE 35,Q1,2 and 4,2:45,NE,Defensive Pass Interference,20,REG
2013,NE,TB,3,NE,PENALTY ,Q2,,3:16,NE,False Start,5,REG
2013,NE,TB,3,NE,NE 45,Q2,2 and 15,3:16,TB,Illegal Contact,5,REG
2013,NE,TB,3,NE,TB 45,Q2,3 and 5,2:00,TB,Defensive Pass Interference,28,REG
2013,NE,TB,3,NE,TB 21,Q3,3 and 6,11:29,NE,False Start,5,REG
2013,NE,TB,3,TB,TB 20,Q3,1 and 10,3:38,NE,Neutral Zone Infraction,5,REG
2013,NE,TB,3,TB,NE 24,Q4,2 and 3,13:44,TB,Offensive Holding,10,REG
2013,NE,TB,3,TB,TB 21,Q4,4 and 9,7:45,NE,Offensive Holding,10,REG
2013,ATL,NE,4,NE,NE 40,Q1,1 and 10,8:11,ATL,Neutral Zone Infraction,5,REG
2013,ATL,NE,4,NE,NE 49,Q1,3 and 1,6:55,NE,Illegal Shift,5,REG
2013,ATL,NE,4,NE,NE 44,Q1,4 and 6,6:23,NE,Illegal Formation,5,REG
2013,ATL,NE,4,ATL,ATL 25,Q1,1 and 10,6:15,ATL,Offensive Holding,10,REG
2013,ATL,NE,4,ATL,ATL 21,Q1,2 and 14,5:06,ATL,Face Mask (15 Yards),10,REG
2013,ATL,NE,4,ATL,ATL 28,Q2,3 and 8,11:50,NE,Face Mask (15 Yards),15,REG
2013,ATL,NE,4,NE,NE 20,Q3,1 and 10,15:00,NE,Offensive Holding,10,REG
2013,ATL,NE,4,NE,NE 19,Q3,1 and 10,10:19,NE,Delay of Game,5,REG
2013,ATL,NE,4,NE,NE 16,Q3,3 and 5,:35,ATL,Defensive Holding,5,REG
2013,ATL,NE,4,NE,NE 17,Q4,3 and 14,15:00,NE,False Start,5,REG
2013,ATL,NE,4,NE,NE 12,Q4,3 and 19,15:00,ATL,Personal Foul,15,REG
2013,ATL,NE,4,ATL,ATL 39,Q4,1 and 10,13:24,NE,Defensive Pass Interference,38,REG
2013,ATL,NE,4,NE,ATL 36,Q4,1 and 10,8:12,NE,Illegal Shift,5,REG
2013,ATL,NE,4,ATL,NE 23,Q4,1 and 10,5:12,ATL,Offensive Pass Interference,10,REG
2013,ATL,NE,4,ATL,NE 41,Q4,1 and 10,3:51,NE,Defensive Holding,5,REG
2013,CIN,NE,5,NE,NE 15,Q1,4 and 8,13:21,CIN,Offensive Holding,10,REG
2013,CIN,NE,5,CIN,CIN 27,Q2,4 and 5,9:13,CIN,Player Out of Bounds on Punt,5,REG
2013,CIN,NE,5,NE,CIN 49,Q2,2 and 5,8:32,CIN,Horse Collar Tackle,15,REG
2013,CIN,NE,5,NE,NE 42,Q3,3 and 10,3:34,CIN,Defensive Offside,5,REG
2013,CIN,NE,5,CIN,NE 1,Q4,3 and 1,10:14,CIN,False Start,4,REG
2013,CIN,NE,5,NE,NE 41,Q4,4 and 4,:53,CIN,Defensive Offside,5,REG
2013,CIN,NE,5,NE,CIN 42,Q4,2 and 10,:30,CIN,Roughing the Passer,15,REG
2013,NE,NO,6,NO,NO 27,Q1,1 and 10,7:09,NO,Offensive Holding,10,REG
2013,NE,NO,6,NE,NO 7,Q2,3 and 2,13:48,NO,Defensive Pass Interference,6,REG
2013,NE,NO,6,NE,NO 2,Q2,,,NE,False Start,5,REG
2013,NE,NO,6,NO,NE 38,Q2,4 and 1,2:03,NO,False Start,5,REG
2013,NE,NO,6,NE,NE 13,Q2,2 and 10,1:47,NO,Defensive Holding,5,REG
2013,NE,NO,6,NE,NE 31,Q2,3 and 16,:48,NO,Illegal Substitution,5,REG
2013,NE,NO,6,NE,NE 20,Q3,1 and 10,11:27,NE,Offensive Pass Interference,10,REG
2013,NE,NO,6,NO,NO 35,Q3,,,NE,Illegal Block Above the Waist,8,REG
2013,NE,NO,6,NE,NE 37,Q3,2 and 6,4:48,NO,Unnecessary Roughness,15,REG
2013,NE,NO,6,NE,NO 32,Q3,2 and 10,2:58,NE,Offensive Holding,10,REG
2013,NE,NO,6,NO,NE 24,Q4,1 and 10,3:55,NO,Offensive Holding,10,REG
2013,NYJ,NE,7,NE,NYJ 36,Q1,3 and 5,7:18,NYJ,Defensive Offside,5,REG
2013,NYJ,NE,7,NE,NYJ 1,Q1,1 and 1,6:37,NYJ,Defensive Offside,0,REG
2013,NYJ,NE,7,NE,NYJ 28,Q2,1 and 10,7:49,NYJ,Neutral Zone Infraction,5,REG
2013,NYJ,NE,7,NE,NYJ 12,Q2,2 and 5,5:43,NE,Offensive Holding,10,REG
2013,NYJ,NE,7,NE,NYJ 22,Q2,2 and 15,5:26,NYJ,Defensive Holding,5,REG
2013,NYJ,NE,7,NE,PENALTY ,Q2,,4:18,NYJ,Defensive 12 On-field,5,REG
2013,NYJ,NE,7,NE,NYJ 45,Q2,2 and 5,4:18,NE,Offensive Holding,10,REG
2013,NYJ,NE,7,NYJ,NYJ 24,Q2,4 and 16,1:08,NE,Illegal Block Above the Waist,10,REG
